mrun,RBD,CODIGO_REGION_EGRESO,NOMBRE_REGION_EGRESO,PTJE_NEM,PTJE_RANKING,PROM_CM_ACTUAL,rango_edad,anio_ing_carr_ori,anio_ing_carr_act,tipo_inst_1,tipo_inst_2,tipo_inst_3,cod_inst,nomb_inst,nomb_carrera,region_sede,provincia_sede,comuna_sede,nivel_global,nivel_carrera_1,forma_ingreso,NOMBRE_REGION_INGRESO,NOM_RBD,COD_REG_RB,TIPO_DEPEN,LATITUD_COL,LONGITUD_COL,NOMBRE_INS,REGIÓN,COMUNA,LATITUD_UNI,LONGITUD_UNI,TIPO_INST,ID_RBD,N EVALUADO,IVM Bajo,IVM Medio,IVM Alto,IVM Muy Alto,IVM_Establecimiento,valor_corte,DISTANCIA
9402726,4536.0,8,Biobío,689,711,518,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,93,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,LICENCIATURA EN DERECHO,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,LICEO COMERCIAL FEMENINO DE CONCEPCION,8.0,4.0,-36.823841,-73.056664,,,,,,,4536.0,274.0,163.0,23.0,17.0,71.0,18.0816203743141,20.03805,
5563822,17782.0,8,Biobío,786,850,626,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,PEDAGOGIA EN MATEMATICAS,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,LICEO RIOS DE CHILE,8.0,1.0,-36.708839,-72.974792,,,,,,,17782.0,198.0,158.0,5.0,6.0,29.0,13.2505053111,20.03805,
5130476,4630.0,8,Biobío,663,676,588,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,PEDAGOGIA EN INGLES,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO DEL SAGRADO CORAZON,8.0,2.0,-36.826019,-73.055687,,,,,,,4630.0,618.0,494.0,31.0,36.0,57.0,12.4802282052045,20.03805,
18638423,4822.0,8,Biobío,641,663,623,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,93,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,LICENCIATURA EN DERECHO,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO EL REFUGIO,8.0,2.0,-36.74073,-72.997993,,,,,,,4822.0,171.0,156.0,4.0,3.0,8.0,11.4725022207092,20.03805,
15968090,4805.0,8,Biobío,760,850,"457,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,EDUCACION PARVULARIA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,LICEO PENCOPOLITANO,8.0,1.0,-36.738831,-73.00135,,,,,,,4805.0,586.0,508.0,22.0,22.0,34.0,13.1432142287508,20.03805,
16935391,4659.0,8,Biobío,495,495,458,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,39,UNIVERSIDAD SAN SEBASTIAN,FONOAUDIOLOGIA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO LA PROVIDENCIA,8.0,2.0,-36.822498,-73.03978,,,,,,,4659.0,284.0,253.0,16.0,4.0,11.0,11.4019363802284,20.03805,
23979410,4822.0,8,Biobío,684,736,"593,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,75,UNIVERSIDAD DEL BIO-BIO,INGENIERIA CIVIL QUIMICA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO EL REFUGIO,8.0,2.0,-36.74073,-72.997993,,,,,,,4822.0,171.0,156.0,4.0,3.0,8.0,11.4725022207092,20.03805,
12230753,4574.0,8,Biobío,577,594,"570,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,PEDAGOGIA EN ESPAÑOL,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO BICENTENARIO ESPAÑA,8.0,5.0,-36.824348,-73.036507,,,,,,,4574.0,366.0,221.0,25.0,25.0,95.0,17.8380074082103,20.03805,
10094068,17750.0,8,Biobío,663,671,"603,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,75,UNIVERSIDAD DEL BIO-BIO,INGENIERIA CIVIL EN AUTOMATIZACION,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO SALESIANO DE CONCEPCION,8.0,2.0,-36.81905,-73.034409,,,,,,,17750.0,947.0,677.0,57.0,52.0,161.0,14.5621448016349,20.03805,
18104531,17900.0,8,Biobío,663,664,610,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,INGENIERIA CIVIL METALURGICA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO METODISTA CONCEPCION,8.0,2.0,-36.823059,-73.050194,,,,,,,17900.0,141.0,128.0,2.0,5.0,6.0,8.74233130963992,20.03805,
